file_path,backend_name,raw_text,processing_time_ms
/app/Trainings_Data/UP000008/00000855.TIF,surya-gpu,"j
Sales - Invoice
kunststof bakken en pallets
Alpac - kunststof bakken en pallets BV
Van der Landeweg 6
7418 HG Deventer
Spargelmesser Firmenich
Albertus-Magnus-Str. 11
D-42719 Solingen
Duitsland
Phone No.
+31(0)570-627860
Fax No.
+31(0)570-624156
VAT Reg. No.
820594829B01
Bank
<b>ING Bank</b>
NL51 INGB 0658010921
Account No.
NL51 INGB 0658010921
<b>ING BNL 2A</b>
34251 70M 3
Bill-to Customer No.
001808
16 March 2021
DE200053646
VAT Registration No.
Invoice No.
F-213572
Order No.
V-212018
.
16-03-21
Factuurdatum
Payment Terms
Netto 10 dagen
Due Date
26-03-21
<b>Unit of</b>
No.
Description
<b>Quantity Measure</b>
<b>Unit Price</b>
<b>Amount</b>
12 Pieces / 179,00 / 2.148,00 /
AL-SUM80888 Palletbox 1200x1000x937mm
888 liter, boden und Seiten geschlossen
4 Fuße
HDPE, BLAU/GRAU
60,00 <
AL-NKI5177-0
Stopfen 2"", küze Seite
5,00 /
12 Pieces /
PP, schwarz
INT-D1210
336,00
Deckel 1200x1000 mm
28,00 /
12 Pieces /
HDPE, grau
270,00 /
270,00 /
VK001
Frachtkosten
1 Pieces /
2.814,00 /
<b>Total EUR</b>
<b>Ship-to Address</b>
Beckmann Spargel GmbH
Rentforter Str. 79
CEDUCATI
D-46244 Kirchhellen
Duitsland
Van der Landeweg 6 tel.: +31 (0)570 - 62 78 60 e-mail: info@alpac.nl
bank: ING Deventer 65.80.10.921
swift: ING BNL 2A
7418 HG Deventer fax: +31 (0)570 - 62 41 56 website: www.alpac.nl
btw: NL820594829B01
iban: NL51 INGB 0658010921
Onze algemene voorwaarden zijn gedeponeerd bij de KvK Veluwe Twente onder nummer 08192416.",4394
/app/Trainings_Data/UP000010/000012D8.TIF,surya-gpu,"Rechnung
Zahlungsreferenznummer 3D3MMP4I0J4IWJWH
Verkauft von Quanzhoushi baian xinxikejiyouxiangongsi
USt-IDNr. DE319983386
Rechnungsdatum
/Lieferdatum
25 März 2020
JÜRGEN FIRMENICH
INV-DE-168041261-2020-10509
Rechnungsnummer
FIRMENICH GMBH & CO KG, ALBERTUS MAGNUS
23,99€
Zahlbetrag
<b>STR 11</b>
SOLINGEN, NORDRHEIN-WESTFALEN, 42719
DE
Um unseren Kundenservice zu kontaktieren, besuchen Sie www.amazon.de/contact-us
Verkauft von
Lieferadresse
Rechnungsadresse
Quanzhoushi baian xinxikejiyouxiangongsi
EDV-Abteilung
Jürgen Firmenich
quangangqu Yifenglu Huaquandichan 1# 108
Firmenich GmbH & Co KG, Albertus Magnus Str
Firmenich Gmbh & Co Kg, Albertus Magnus Str
quanzhou, fujian, 362800
11
11
CN
Solingen, Nordrhein-Westfalen, 42719
Solingen, Nordrhein-Westfalen, 42719
USt-IDNr. DE319983386
DE
DE
904930
.
Bestellinformationen
23 März 2020
Bestelldatum
303-1678464-4203557
Bestellnummer
Rechnungsdetails
Zwischensumme
Stückpreis
Stückpreis USt. %
Menge
Beschreibung
(inkl. USt.)
(inkl. USt.)
(ohne USt.)
23,99€
23,99 €
20,16€
19%
REEHUT Markierungskegel 19cm Groß Bruchfest Trainingshilfen Leitkegel
1
Verkehrshütchen für Kinder, Fußball, Sport, Reitsport & Hund Training (12er,
24er Set)
ASIN: B0716D6894
1800
1,99€
1,99€
1,67€
Versandkosten
-1,99€
-1,99€
-1,67 €
Aktionsrabatt
23,99 € √ <sup>€</sup>0
5. 6 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 -
and with A so have a leaved
....
A. .

    Compared to the second control

*
Zwischensumme
and the second second
USt.
Zwischensumme
USt. %
(ohne USt.)
3,83€
20,16 €
19%
3,83€
20,16€
USt. Gesamt
2613
٠
Gebucht
Seite 1 von 1",4789
/app/Trainings_Data/UP000000/00000088.TIF,surya,"Page
From
ACHAIKA PLASTICS S.A.
COC
VAT:EL094099660
www.achaika.gr
PLASIKS
Tax Office: Aigio
e-Mail:info@achaika.gr
SA.FILE.NUMBER:9904/22/B/86/138
Sale orders:orders@achaika.gr
FLEXIBLE PACKAGING FILM INDUSTRY
Central Office- Plant A': FTERIS 4, AIGIO GR25 100, TEL.:0030 26910 28287, FAX: 0030 26910 29500
Branch A': ORESTOU 31, ATHENS GR118 53, TEL.:0030 210 3457879, FAX: 0030 210 3473348
Branch B' - Plant B' : BI.PE KOMOTINI OT17, TEL.:0030 25310 38698, FAX: 0030 25310 98288
<b>Document Type</b>
Date
Series
No.
Time
INVOICE
13/02/2020
17
<b>A3</b>
<b>Customer</b>
Delivery
SPARGELMESSER FIRMENICH GmbH & Co.
007761
007761
<b>SPARGELMESSER FIRMENICH GmbH &</b>
KG
Co. KG
<b>INDUSTRY</b>
Albertus-Magnus Str.11, HALLE 7 Solingen 42719
Albertus-Magnus Str.11, HALLE 7
Solingen 42719
<b>GERMANY</b>
<b>GERMANY</b>
Tel.1:212653277 Del/ry Tel:212653277
Tel.1:212653277 Fax:212652710
V.A.T:DE 200053646
V.A.T:DE 200053646
Shipment: AIGIO
Transport Agent:INTERTRANS S.A. TEL.2310778734
Transportation: ΠΑΡΑΔΟΣΗ ΑΠΟ ETAIPEIA
Payment: 100% ADVANCED PAYMENT
V
Transportation Aim: SALE
3425 70126
Relevant Documents:
Item Description
Price
Discount
Code
Net
Quantity
Unit Measure
Α
Value
122641
100.000,000
UNIT
0,01440
PRINTED T-SHIRT BAGS HDPE 42-28X47/18my
0,00
1.440,00 }
50 BOXES * 2000 PCS KYHNA 42-28X47cm/18My-4026
Taric:39232100
P
Relevant Document:13-FEB-20 - A30/17 - - Customer Order:9490 - - Our Order:27/01/2020 - 350/140
122641
1.659,60
PRINTED T-SHIRT BAGS HDPE 42-28X47/18my
115.250,000 $
UNIT
0,01440
0,00
57 BOXES * 2000 PCS + 1 BOX * 1250 PCS KYHNA 42-28X47cm/18My-4026
Taric:39232100
Relevant Document:13-FEB-20 - A30/17 - - Customer Order:9490 - - Our Order:27/01/2020 - 350/140
Gelon
Value
Previous Balance
Quantity Sum.
3.099,60
V A T Analysis
Net Val
% VAT
Value
Discounts
0,00
0,00
215.250,000
New Balance
<b>Net Value</b>
3.099,60
VAT
0,00
3.099,60
3.099,60
Sum
Remarks
Freight Cost
<b>ORDER No 9490 (KYHNA)</b>
RECIPIENT SIGN
SENDER SIGN
Grand Total : €
3.099,60
<b>ACHAIKA PLASTICS SA</b>
BANK ACCOUNTS: BANK OF CYPRUS IBAN:CY 68 0020 0195 0000 3570 2051 9067
<b>BIC (SWIFT): BCYPCY2N</b>
2112",8392
/app/Trainings_Data/UP000004/00000744.TIF,surya-gpu,"serwo
GROUP!
EINCE
06 April 2011
Rechnung
SERWO PACKAGING - Halberstädter Str. 19 - 39435 Egeln
35052
Vorgangsnummer
Firma
Belegnummer
2020-101473
Spargelmesser Firmenich
Datum
29.04.2020
GmbH & Co. KG
Kundennummer
15493
Albertus-Magnus-Str.11
42719 Solingen
3400/72556
Lieferanschrift:
Spargelmesser Firmenich
Halle 7
Albertus-Magnus-Str.11
42719 Solingen
Rückfragen bitte an
Uwe Steffen, Tel.: +49 (0) 151 65 63 60 95, Mail: Uwe.Steffen@ser-pack.com
Lieferbedingung
ab 1.500 € Warenwert frei Haus
per Spedition
Versandart
Unsere UStIDNr DE123715483
Proformalieferschein 2020-201498
Bezug
2020/18
LT in Woche
Ihr Zeichen MK
Unsere SteuerNr 230/5745/0165
Ihr Beleg
Ihre UStIDNr
DE200053646
9689_Nachlieferung
Bitte beachten:
Bei Avisierungen der Speditionen muß die Ware am vorgesehenen Tag
abgenommen werden andernfalls werden wir die Standgelder an Sie berechnen.
**********
Pos. Artikelnr.
14
Bezeichnung
Menge ME
EG
<b>Preis PE</b>
<b>EUR</b>
2281819
18.000 St *
2.698,20
Papiertragetaschen Kraft braun 90 g/m²,
149,90
22+8x33,5 cm, Motiv: Kartoffelkorb,
mit Zellwollgarn-Sichtfenster
250/Karton
Charge: 100209-01/7
18,000 TSt
2
9000100
Frachtkosten
1 St
*
0,00
0,00
1
3
9000991
EURO-Tauschpalette (EPAL) 80x120 cm
2 St
0,00
0,00
Barrier Barre
2.698,20
Zwischensumme EUR
, , ,
42
zzgl. MwSt. mit Steuercode
101
19,00% von
512,66
2.698,20
The state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of t
Endsumme EUR
3.210,86
Zahlungsvereinbarungen:
3.146,64 EUR 210,86 EUR
Zahlung erfolgt durch
14 Tage
2,00 % Skonto
(bis 13.05.2020)
30 Tage
(bis 29.05.2020)
ohne Abzug
Ursprungsland: Europäische Gemeinschaft außer * = kein EEC Ursprung
PE = Preiseinheit : 1 = per 1, 2 = per 10, 3 = per 100, 4 = per 1000
Lieferdatum = Rechnungsdatum
DIN EN ISO
Serwo GmbH • Halberstädter Straße 19 • 39435 Egein • Germany
IBAN: DE29 2003 0000 0015 4913 73 - BIC: HYVE DE MM 300
Bankverbindung | Account details: HypoVereinsbank
Geschäftsführer | managing partner: Martin Scherer, Christoph Dödtmann • Handelsregister | register of commerce: Köln HRB 48355
Gmb<sub>H</sub>
Allgem. Verkaufsbedingungen unter | general terms and conditions of sales under: www.serwo.de
EG-Steuer-Nr. | EC-VAT-Reg.No.: DE 123715483 • St.Nr.: 230/5745/0165
29030709",9812
/app/Trainings_Data/UP000010/000013DD.TIF,surya-gpu,"BORCHERS | Borken
BORCHERS Borken GmbH | Postfach 14 61 | 46304 Borken
EINGEGANGEN
Spargelmesser Firmenich
9 3. März 2020
GmbH & Co. KG
904730170208
Albertus-Magnus-Str. 11
D-42719 SOLINGEN
Kd.Nr.:
506123
DE200053646
ID-Nr.:
Rechnung
0000868718
10.03.2020
<b>Seite 1 / 1</b>
Borken,
Mengen
Auftragsnummer / Referenz-Nr.
Beladedat.
Betrag / EUR
Summen / EUR
Pal.
Waren zum Auftrag
Bezug
Ldm
kg
cbm
.
1.600 kg
2,00 Ldm
04.03.2020
B216047 / 11374
Böckenhoff Folien GmbH D-46348 RAESFELD
Beladestelle:
Entladestelle:
D-47623 KEVELAER
Folie
145,00
Fixpreis wie vereinbart
145,00
145,00
Summe Nettobeträge:
EUR
19,0 %
27,55
Mehrwertsteuersätze:
EUR
172,55
<b>Brutto Endbetrag:</b>
zahlbar 14 Tage netto
Zahlungsziel
24/1
* 1
(Clepincha
. . . . .
Bankverbindung: Sparkasse Westmünsterland
Bankverbindung: VR-Bank Westmünsterland e.G.
BORCHERS Borken GmbH | Ahauser Straße 25 | 46325 Borken
BLZ: 401 545 30 | Konto-Nr.: 36 041 846
BLZ: 428 613 87 | Konto-Nr.: 96 384 300
Geschäftsführer: Ludger Venne
IBAN: DE87 4015 4530 0036 0418 46
IBAN: DE68 4286 1387 0096 3843 00
Telefon: (0 28 61) 92 02 - 0 | Telefax: (0 28 61) 92 02 - 40
<b>BIC/SWIFT: WELADE3W</b>
<b>BIC/SWIFT: GENODEM180B</b>
E-Mail: info@borchers-borken.de
USt-Ident-Nr: DE 271410827 | Registergericht: Coesfeld, HRB 12243 | Gerichtsstand: Borken/Westf.
www.borchers-borken.de
Wir arbeiten ausschließlich auf Grundlage der Allgemeinen Deutschen Spediteurbedingungen 2017 (ADSp 2017). Die ADSp 2017 weichen in Ziffer 23 hinsichtlich des
Haftungshöchstbetrages für Güterschäden (§ 431 HGB) vom Gesetz ab, indem sie die Haftung bei multimodalen Transporten unter Einschluss einer Seebeförderung und bei
unbekanntem Schadenort auf 2 Sonderziehungsrechte/kg und im Übrigen die Regelhaftung von 8,33 Sonderziehungsrechte/kg zusätzlich auf 1,25 Millionen Euro je Schadenfall sowie
2,5 Millionen Euro je Schadenereignis, mindestens aber 2 Sonderziehungsrechte/kg, beschränken.",6419
/app/Trainings_Data/UP000010/000013D8.TIF,surya-gpu,"BORCHERS Borken
EINGEGANGEN
2 7. März 2020
BORCHERS Borken GmbH | Postfach 14 61 | 46304 Borken
Spargelmesser-Firmenich
GmbH & Co. KG
Albertus-Magnus-Str. 11
D-42719 SOLINGEN
Kd.Nr.:
506123
9047301 70208
ID-Nr.:
DE200053646
Rechnung
0000869059
24.03.2020
Borken,
Seite 1 / 1
Mengen
Beladedat. Auftragsnummer / Referenz-Nr.
Summen / EUR
| Betrag / EUR
Bezug
Waren zum Auftrag
Ldm
Pal.
cbm
kg
13.03.2020
B217153 / 11461
5,00 Ldm
5.000 kg
Beladestelle:
Böckenhoff Folien GmbH D-46348 RAESFELD
Entladestelle:
D-27412 TARMSTEDT
Folie
Fixpreis wie vereinbart
358,00
358,00
Summe Nettobeträge:
EUR
358,00
Mehrwertsteuersätze:
19,0 %
68,02
<b>EUR</b>
<b>Brutto Endbetrag:</b>
426,02
Zahlungsziel
zahlbar 14 Tage netto
20/4
gebucht
· Village
4
BORCHERS Borken GmbH | Ahauser Straße 25 | 46325 Borken
Bankverbindung: VR-Bank Westmünsterland e.G.
Bankverbindung: Sparkasse Westmünsterland
BLZ: 428 613 87 | Konto-Nr.: 96 384 300
BLZ: 401 545 30 | Konto-Nr.: 36 041 846
Geschäftsführer: Ludger Venne
IBAN: DE68 4286 1387 0096 3843 00
IBAN: DE87 4015 4530 0036 0418 46
Telefon: (0 28 61) 92 02 - 0 | Telefax: (0 28 61) 92 02 - 40
<b>BIC/SWIFT:</b> GENODEM1BOB
<b>BIC/SWIFT: WELADE3W</b>
E-Mail: info@borchers-borken.de
www.borchers-borken.de
USt-Ident-Nr: DE 271410827 | Registergericht: Coesfeld, HRB 12243 | Gerichtsstand: Borken/Westf.
Wir arbeiten ausschließlich auf Grundlage der Allgemeinen Deutschen Spediteurbedingungen 2017 (ADSp 2017). Die ADSp 2017 weichen in Ziffer 23 hinsichtlich des Haftungshöchstbetrages für Güterschäden (§ 431 HGB) vom Gesetz 
2,5 Millionen Euro je Schadenereignis, mindestens aber 2 Sonderziehungsrechte/kg, beschränken.",9657
/app/Trainings_Data/UP000008/00000A5E.TIF,surya-gpu,"<b>CAS Deutschland AG</b>
Brackestraße 1 · D-38159 Vechelde
Tel: 05302/70899-0 · Fax: 05302/70899-99
E-Mail: info@cas-waagen.de
<b>DEUTSCHLAND AG</b>
: 14.05.2021
<b>Datum</b>
Rechnungsnummer
: R052078
Referenznummer
D05440
CAS Deutschland AG · Brackestraße 1 · D-38159 Vechelde
Ihre Bestellung:Nr
: 11076
Spargelmesser Firmenich GmbH & Co. KG
Bestellart :
E-Mail Bestellung
Albertus-Magnus-Str. 11
Lieferdatum
: KW19
42719 Solingen
Zahlungsart
: per Kredit, 10 Tage Netto
<b>Abweichende Lieferanschrift:</b>
Manfred & Harry Eicher GbR
Eicherhof
67161 Gönnheim
Rechnung
Facture - Invoice
Pos
Nummer
Bezeichnung
EXC
Anzahl
Einzelpreis
Gesamtpreis
PB-30-V4
Portable Plattformwaage 15/30kg - 5/10g
208,70
208,70
SerienNr.: 201156458
PB-EICH
2
Werkseichung PB-Reihe, Mehrbereich, bis 30kg
35,00
35,00
3
PB-RB
Optionaler Akku für PB
30,00 100%
0,00
Preis bei gleichzeitigem Erwerb einer Waage
SerienNr.: COE021139430
PB-PA
4
Netzteil für PB
22,50 100%
0,00
1
Netzteil mit geradem Stecker für PB
SerienNr.: COE021139429
and the latest the same of the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the latest the late
W. Sand James
The same of
Porto: 8.50
Verpackung: 0.00
Nachnahme Gebühr: 0,00
Eilzuschlag: 0.00
252,20€
Nettosumme:
+ 19.00 % MwSt
47,92€
0,00€
+ 7.00 % MwSt
300,12€
Gesamtsumme
ohne Abzug zahlbar bis spätestens zum 24.05.2021
Erweiterter Eigentumsvorbehalt: Die gelieferte Ware bleibt bis zur vollständigen Bezahlung unser Eigentum!
Vorstand
Amtsgericht Braunschweig
Bankverbindung
HRB 200707
Rolf Lübeß
BIC/SWIFT:
DEUTDE2H270
USt-IdNr. DE814250122
Aufsichtsratvorsitzender
IBAN;
DE98 2707 0030 0119 9090 00
WEEE-Reg.-Nr. DE52920555
Dong Jin Kim
Seite: 1",8209
/app/Trainings_Data/UP000010/00001082.TIF,surya-gpu,"N-AR-0001484
Seite 1 von 1
...einfach ein guter Kasten
Ringoplast GmbH · 49824 Ringe-Neugnadenfeld
Rechnung
Spargelmesser Firmenich
Belegdatum
Kundennummer
Nummer
GmbH & Co. KG
N-AR-0001484
13.07.2021
D000041
Albertus-Magnus-Straße 11
Ansprechpartner
42719 Solingen
<b>Manuel Hangbers</b>
Name
Telefonnummer
05944/9345-54
E-Mail
hangbers@ringoplast.de
3400/71603
USt-Id Nr.
DE200053646
Lieferbedingung
<b>FCA</b>
8 Tage 2% Skonto, 30 Tage_netto_
Zahlungsbedingung
Art.-Nr.
<b>Artikel</b>
Pos
Einzelpreis
Gesamt
Menge
Lieferungsnr. N-LS-0002318, Lieferdatum: 09.07.
Externe Belegnr. 11269
Lieferadresse:
Lehner Beeren: Gmbl
Wiener Straße 20
.013-19
Kunststoffkästen, Seiten und Boden durchbrochen, 2
2,80 € 1-428,00 €
510
Durchgriffe, 4 Etikettenhalter
Außenmaß:
400 x 300 x 142 mm
Farbe:
grün
Material:
PE-Neuware
026-19N
kunststoffkästen, Seiten und Boden durchbrochen, 2
240
3,25 €
780,00
Durchgriffe, 4 Etikettenhalter
400 x 300 x 272 mm
Aùßenmaß:
PE-Neuware
laterial
V-AUSGANGSFRACHT
Aùsgangsfràcht 5 Pàletten
3.
Gesamtbetrag ohne MwSt. (EUR)
2.703,00 €
513,57_€
MwSt. 19% gesamt (EUR)
Gesamtbetrag inkl. MwSt. (EUR)
3.216,57
152,45
Ringoplast GmbH
Amtsgericht Osnabrück HRB: 130238
Commerzbank Nordhorn
Volksbank Niedergrafschaft eG
<b>Großringer Straße 24</b>
USt-ld Nr.: DE117037383
IBAN: DE30267400440580906600
IBAN: DE13280699262405011300
49824 Ringe-Neugnadenfeld
Geschäftsführer:
<b>BIC: COBADEFFXXX</b>
<b>BIC: GENODEF1HOO</b>
Tel.: 05944/9345-0
Hendrik Johannink
Klaas Johannink
Grafschafter Volksbank Nordhorn eG
Kreissparkasse Grafschaft Bentheim
info@ringoplast.de
Es gelten ausschließlich unsere Verkaufs- und Geschäftsbedingungen, unsere
IBAN: DE66280699561002785800
IBAN: DE72267500010031002967
www.ringoplast.de
<b>BIC: GENODEF1NEV</b>
<b>BIC: NOLADE21NOH</b>
AGB finden Sie als Download unter www.ringoplast.de",3911
/app/Trainings_Data/UP000010/00001305.TIF,surya-gpu,"Vahee tech®
Yahee GmbH • Hans-Grüninger-Weg 11 • D-71706 Markgröningen
Jürgen Firmenich
Firmenich GmbH & Co.KG Albertus-Magnus-Str. 11
42719 Solingen
Deutschland
904612
Rechnungsdatum: 07.11.2019
Rechnungs-Nr.: NO201900397486
Rechnung Nr. NO201900397486
Vielen Dank für Ihre Bestellung. Wir berechnen Ihnen folgende Lieferungen und Leistungen:
Das Rechnungsdatum entspricht dem Leistungsdatum.
Pos.
Art-Nr.
Bezeichnung
Preis
Menge
Gesamt
Yaheetech Schaufensterpuppe weiblich
1
591571 Nude
Mannequin Ganzkörper, zerlegbar drehbar
43,49 €
1
43,49 €
beweglich
2
Versandkosten
0,00€
0,00€
1
3
Rabatt
-2,61 €
-2,61 €
1
Netto:
34,35 €
19% Ust:
6,53 €
Gesamtbetrag:
40,88 €
---
Zahlungsbedingungen: Vorauskasse
Vielen Dank. Ihre Zahlung ist bei uns eingegangen.
Mit freundlichen Grüßen
Yahee GmbH
appuche
Yahee GmbH
E-Mail: info@yaheetech.de
Geschäftsführer: Tobias Gutekunst
Commerzbank
Hans-Grüninger-Weg 11
Internet: www.yaheetech.de
Sitz der Gesellschaft: Markgröningen
IBAN: DE12 6044 0073 0730 6434 00
D-71706 Markgröningen
Registergericht: Stuttgart HRB 747603
<b>BIC: COBADEFFXXX</b>
Telefon: +49 (0) 7145-96985-55
USt-IdNr.: DE294166339
VR - Bank Asperg - Markgröningen
Telefax: +49 (0) 7145-96985-50
Steuernummer: 71369/00064
IBAN: DE57 6046 2808 0678 9680 04
<b>BIC: GENODES1AMT</b>",4580
/app/Trainings_Data/UP00000C/00000DDE.TIF,surya-gpu,"3
٤
keeeper
ľ.
£
Rechnung
90515865
Belegnummer
17.05.2021
Belegdatum
1/1
Seite
keeeper GmbH | postdamm 43 | 32351 stemwede
617196
Spargelmesser Firmenich GmbH & Co.
Auftragsnummer
Ausrüstung für den cleveren Landwirt
80664363
Lieferscheinnummer
Albertus-Magnus-Straße 11
19.05.2021
Lieferdatum
D-42719 Solingen
DE200053646
Ihre USt.-IdNr.
EIBBESANGER
100308
Kundennummer
500394
Warenempfänger
331/5718/1351
Steuernummer
Sabrina Gutsche
Ansprechpartner(in)
Lieferanschrift
Telefon
05773-801 67
Eickenhof Spargel GbR
TE
Betreuer(in)
Paul Schofer
Eickenhof 4
D-38533 Vordorf-Eickhorst
11100
<b>Bestellnummer</b>
<b>Besteller</b>
13.05.2021
<b>Bestelldatum</b>
Zentralaktion
<b>Bestellart</b>
Lieferantennummer
289,800 KG
Nettogewicht
ZahlungsbedingungenVorkasse 5% Skonto
CPT (Fracht bezahlt bis) Vordorf-Eickhorst
Lieferbedingungen
Gesamt
Einzelpreis
Pos
Material/Beschreibung
Menge
373,80 EUR
210 ST
1,78 EUR
1020625700069
100
Dreh-&Stapelbox 22 I
öko grūn
373,80 EUR
1,78 EUR
210 ST
200
1020660800069
Dreh-&Stapelbox 22 I
laguna blau
210 ST
0,86 EUR
180,60 EUR
300
1020760800069
Deckei für Dreh-&Stapelbox 22 I
laguna blau
928,20 EUR
Gesamt:
-46,41 EUR
-5,00 %
Sonderrabatt
-26,45 EUR
-3,00 %
Sonderrabatt
855,34 EUR
Nettowert:
162,51 EUR
19,00 %
Ausgangssteuer
1.017,85 EUR
Endbetrag:
Das Lieferdatum entspricht dem Leistungsdatum
Der Eigentumsvorbehalt gilt bis zur vollständigen Bezahlung der Ware.
Rheinland-Pfalz Bank
keeeper GmbH
Geschäftsführer R. Sobotta,
Bankverbindungen
Commerzbank AG
Stuttgart
postdamm 43 | 32351 stemwede
M. Philippe
Landesbank Baden-Württemberg
fon +49 5773 801-0
USt.-IdNr. DE 125750653
Arnsberg
IBAN: DE66 4664 0018 0401 9485 00
IBAN: DE31 6005 0101 0002 6586 56
fax +49 5773 801-50
Sitz der GmbH: Stemwede-Oppenwehe
SWIFT-BIC: SOLA DE ST 600
Amtsgericht Bad Oeynhausen 1 HRB 8794
SWIFT-BIC: COBA DE FF 466
info@keeeper.com I keeeper.com",4755
